Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,225.600006,232.699997,223.009995,224.070007,224.070007,8234300
2022-09-27,228.630005,230.639999,220.720001,224.360001,224.360001,7762200
2022-09-28,229.690002,246.649994,227.380005,245.199997,245.199997,17579700
2022-09-29,241.610001,246.979996,235.679993,239.710007,239.710007,18994900
2022-09-30,237.000000,242.440002,233.259995,235.440002,235.440002,11848600
2022-10-03,237.850006,241.539993,232.850006,239.039993,239.039993,8657400
2022-10-04,244.839996,245.800003,233.250000,240.740005,240.740005,13925900
2022-10-05,238.759995,241.589996,227.380005,236.729996,236.729996,10825600
2022-10-06,236.679993,244.279999,233.910004,240.020004,240.020004,9188900
2022-10-07,235.770004,237.330002,224.279999,224.750000,224.750000,9806100
2022-10-10,225.639999,233.830002,224.229996,229.979996,229.979996,9991100
2022-10-11,226.050003,230.440002,213.699997,214.289993,214.289993,15282400
2022-10-12,214.300003,223.669998,212.639999,220.869995,220.869995,12952600
2022-10-13,212.690002,234.470001,211.729996,232.509995,232.509995,17505000
2022-10-14,237.800003,238.800003,229.509995,230.000000,230.000000,15293400
2022-10-17,234.410004,249.919998,234.399994,245.100006,245.100006,21057800
2022-10-18,249.800003,250.369995,237.729996,240.860001,240.860001,25776700
2022-10-19,265.000000,279.299988,262.660004,272.380005,272.380005,46685300
2022-10-20,272.779999,278.380005,266.380005,268.160004,268.160004,17207100
2022-10-21,268.950012,290.750000,265.679993,289.570007,289.570007,24889100
2022-10-24,290.230011,290.489990,280.359985,282.450012,282.450012,13326400
2022-10-25,286.950012,297.589996,285.549988,291.019989,291.019989,15100700
2022-10-26,290.040009,305.630005,288.040009,298.619995,298.619995,15714100
2022-10-27,298.329987,305.209991,294.779999,296.940002,296.940002,14612600
2022-10-28,297.700012,301.190002,292.290009,295.720001,295.720001,9960500
2022-10-31,295.130005,297.619995,289.500000,291.880005,291.880005,7505100
2022-11-01,296.170013,299.700012,286.420013,286.750000,286.750000,6916400
2022-11-02,286.399994,287.329987,272.839996,273.000000,273.000000,10367600
2022-11-03,271.250000,276.290009,268.799988,269.059998,269.059998,7057400
2022-11-04,272.019989,274.970001,255.320007,260.790009,260.790009,11119200
2022-11-07,261.059998,261.149994,252.089996,258.600006,258.600006,7927000
2022-11-08,259.920013,266.079987,256.880005,263.459991,263.459991,7683800
2022-11-09,259.660004,260.899994,254.220001,254.660004,254.660004,7266000
2022-11-10,265.989990,275.359985,260.089996,274.970001,274.970001,9667300
2022-11-11,274.470001,290.660004,271.559998,290.130005,290.130005,9567300
2022-11-14,290.000000,311.000000,288.190002,299.269989,299.269989,17978200
2022-11-15,309.200012,312.709991,302.549988,310.200012,310.200012,14626900
2022-11-16,309.940002,310.489990,303.609985,306.019989,306.019989,8038600
2022-11-17,294.720001,299.820007,291.000000,295.279999,295.279999,9838200
2022-11-18,297.329987,298.000000,287.000000,287.980011,287.980011,8392100
2022-11-21,291.000000,291.869995,282.660004,285.049988,285.049988,7256500
2022-11-22,284.989990,286.980011,277.339996,286.690002,286.690002,6245100
2022-11-23,285.910004,292.470001,283.760010,291.500000,291.500000,5919000
2022-11-25,289.000000,289.209991,284.170013,285.540009,285.540009,3236000
2022-11-28,284.000000,289.538086,280.529999,281.170013,281.170013,4707049
